year,month,ncm,commodity,subtype,description,country_code,country_name,qt_estat,kg_net,mt,bales_480lb,fob_usd
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),586,Unknown,0,1840,1.84,8.45,5248
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),586,Unknown,1,600,0.6,2.76,3840
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),603,Unknown,28,27000,27.0,124.01,86400
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),628,New Caledonia,18,17820,17.82,81.85,87340
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),670,Unknown,27,27000,27.0,124.01,90821
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),676,Unknown,1960,9850,9.85,45.24,39398
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),676,Unknown,46,46664,46.664,214.33,237245
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),676,Unknown,413,418492,418.492,1922.12,2177697
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),741,Unknown,16,16200,16.2,74.41,48600
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),741,Unknown,7,6525,6.525,29.97,25076
1999,6,21011190,coffee,soluble,Soluble/instant coffee extract (other),741,Unknown,4,3672,3.672,16.87,22768
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),741,Unknown,49,48800,48.8,224.14,176403
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),756,Unknown,0,210,0.21,0.96,916
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),756,Unknown,1,1140,1.14,5.24,4982
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),764,Unknown,11,11400,11.4,52.36,65174
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),764,Unknown,6,6300,6.3,28.94,32072
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),770,Unknown,2,3000,3.0,13.78,22972
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),791,Unknown,25,24930,24.93,114.5,111387
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),791,Unknown,108,108720,108.72,499.35,486546
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),845,Unknown,2,1500,1.5,6.89,13925
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),845,Unknown,2,990,0.99,4.55,3908
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),845,Unknown,5,4500,4.5,20.67,15800
1999,6,09012200,coffee,arabica_green,Roasted arabica (decaff),845,Unknown,3,2500,2.5,11.48,11250
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),845,Unknown,0,420,0.42,1.93,5264
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),845,Unknown,10,10350,10.35,47.54,74446
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),845,Unknown,7,7440,7.44,34.17,52157
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),845,Unknown,2,1824,1.824,8.38,16435
1999,6,09012100,coffee,arabica_green,Roasted arabica (not decaff),845,Unknown,10,24,0.024,0.11,255
1999,6,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),847,Unknown,9,9288,9.288,42.66,48359
1999,6,10051000,corn,seed_corn,Corn seed,063,Bangladesh,0,319702,319.702,1468.38,275890
1999,6,10059090,corn,yellow_corn,Other corn not seed,063,Bangladesh,0,18000,18.0,82.67,2700
1999,6,10059090,corn,yellow_corn,Other corn not seed,063,Bangladesh,0,19800,19.8,90.94,2970
1999,6,10059090,corn,yellow_corn,Other corn not seed,063,Bangladesh,0,126188,126.188,579.58,19890
1999,6,10051000,corn,seed_corn,Corn seed,097,Unknown,0,560,0.56,2.57,7280
1999,6,10059010,corn,yellow_corn,Yellow dent corn,097,Unknown,0,1440,1.44,6.61,268
1999,6,10051000,corn,seed_corn,Corn seed,169,Spain,0,41625,41.625,191.18,35323
1999,6,10051000,corn,seed_corn,Corn seed,239,Iran,0,10000,10.0,45.93,120000
1999,6,10059010,corn,yellow_corn,Yellow dent corn,386,Puerto Rico,20,240,0.24,1.1,264
1999,6,10059090,corn,yellow_corn,Other corn not seed,586,Unknown,0,24,0.024,0.11,30
1999,6,10059010,corn,yellow_corn,Yellow dent corn,586,Unknown,0,200,0.2,0.92,161
1999,6,10059010,corn,yellow_corn,Yellow dent corn,586,Unknown,0,1300,1.3,5.97,887
1999,6,10051000,corn,seed_corn,Corn seed,589,Unknown,0,760,0.76,3.49,4788
1999,6,10059090,corn,yellow_corn,Other corn not seed,845,Unknown,0,47740,47.74,219.27,10331
1999,6,10059090,corn,yellow_corn,Other corn not seed,845,Unknown,0,214500,214.5,985.19,48750
1999,6,52030000,cotton,raw_cotton,Cotton carded or combed,158,Unknown,0,17119,17.119,78.63,46656
1999,6,52010090,cotton,raw_cotton,"Raw cotton not carded, other",267,Kosovo,200,200291,200.291,919.93,181040
1999,6,52010090,cotton,raw_cotton,"Raw cotton not carded, other",776,Unknown,101,100633,100.633,462.2,86523
1999,6,52010010,cotton,raw_cotton,"Raw cotton not carded, staple <28.5mm",776,Unknown,118,118448,118.448,544.03,110986
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,40335,40335130,40335.13,185258.08,6987980
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,023,Albania,3677,3677045,3677.045,16888.56,544203
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,98362,98361595,98361.595,451771.95,17370888
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,023,Albania,7743,7742955,7742.955,35563.17,1076271
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,10000,10000000,10000.0,45929.71,1741700
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,8001,8000820,8000.82,36747.53,1683263
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,023,Albania,5700,5700000,5700.0,26179.93,735756
1999,6,12010010,soybeans,raw_soybeans,Soybeans for sowing,023,Albania,3500,3500000,3500.0,16075.4,622005
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,3000,3000000,3000.0,13778.91,630000
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,023,Albania,12880,12880000,12880.0,59157.47,1668124
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,1720,1720480,1720.48,7902.11,321730
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,023,Albania,25177,25176930,25176.93,115636.91,4314873
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,053,Austria,11000,11000000,11000.0,50522.68,1573000
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,063,Bangladesh,4769,4769380,4769.38,21905.62,438347
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,087,Bulgaria,13088,13088103,13088.103,60113.28,2433979
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,087,Bulgaria,6797,6797140,6797.14,31219.07,1148717
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,087,Bulgaria,6091,6091584,6091.584,27978.47,1035360
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,087,Bulgaria,31834,31834386,31834.386,146214.41,4415257
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),097,Unknown,30,28080,28.08,128.97,19007
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,097,Unknown,12436,12435373,12435.373,57115.31,1383834
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,097,Unknown,3353,3353985,3353.985,15404.76,400329
1999,6,12010010,soybeans,raw_soybeans,Soybeans for sowing,097,Unknown,135,135000,135.0,620.05,58725
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,160,United Arab Emirates,115470,115470100,115470.1,530350.81,20030993
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,160,United Arab Emirates,3000,3000000,3000.0,13778.91,526920
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,160,United Arab Emirates,10000,10000000,10000.0,45929.71,1642450
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,160,United Arab Emirates,2000,2000000,2000.0,9185.94,995130
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,160,United Arab Emirates,25005,25005000,25005.0,114847.24,4755075
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,161,Unknown,12220,12219900,12219.9,56125.65,2015354
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,190,Gambia,20794,20793533,20793.533,95504.09,2821664
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,190,Gambia,62946,62946036,62946.036,289109.31,7915893
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,190,Gambia,14250,14250000,14250.0,65449.84,1779825
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,190,Gambia,23752,23751800,23751.8,109091.33,3092009
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,193,Georgia,500,500000,500.0,2296.49,74350
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,195,Unknown,8000,8000000,8000.0,36743.77,1060850
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),198,Unknown,22,21561,21.561,99.03,12973
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,199,Gibraltar,1194,1194250,1194.25,5485.16,421549
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),244,Unknown,500,500000,500.0,2296.49,268500
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,245,Unknown,21134,21133535,21133.535,97065.71,3041968
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,245,Unknown,74692,74691500,74691.5,343055.89,9543106
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,221811,221810395,221810.395,1018768.69,38052266
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,1533,1533060,1533.06,7041.3,260620
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,3000,3000000,3000.0,13778.91,503220
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,245,Unknown,15311,15310612,15310.612,70321.2,2047803
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,2000,2000000,2000.0,9185.94,414660
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,3375,3375280,3375.28,15502.56,727470
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,245,Unknown,3000,3000000,3000.0,13778.91,538250
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,249,Israel,26250,26250000,26250.0,120565.49,3425625
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,267,Kosovo,33000,33000000,33000.0,151568.04,4761570
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,275,Unknown,5000,5000000,5000.0,22964.85,866440
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,275,Unknown,225,224720,224.72,1032.13,38892
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,275,Unknown,24995,24995000,24995.0,114801.31,4360135
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,275,Unknown,18500,18500000,18500.0,84969.96,3300121
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,275,Unknown,1000,1000000,1000.0,4592.97,166090
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,275,Unknown,194446,194447185,194447.185,893090.27,25437606
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,275,Unknown,31046,31045896,31045.896,142592.9,4085950
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,275,Unknown,8000,8000000,8000.0,36743.77,1008710
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,301,Unknown,12611,12611387,12611.387,57923.73,2142198
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,301,Unknown,15000,15000000,15000.0,68894.56,2569950
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,351,Unknown,6129,6129000,6129.0,28150.32,2671671
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,355,Niger,2000,2000000,2000.0,9185.94,247140
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,355,Niger,25995,25995000,25995.0,119394.28,3330312
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,361,New Zealand,150,150000,150.0,688.95,68718
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,361,New Zealand,2287,2287000,2287.0,10504.12,1404218
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,361,New Zealand,4500,4500000,4500.0,20668.37,2153000
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),361,New Zealand,30167,30167022,30167.022,138556.25,14961160
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,361,New Zealand,27550,27550000,27550.0,126536.35,12260710
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,365,Unknown,39500,39500000,39500.0,181422.35,5826150
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,372,Panama,26600,26600000,26600.0,122173.03,4506040
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,15000,15000000,15000.0,68894.56,6225000
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,86658,86657761,86657.761,398016.58,37085242
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,372,Panama,21500,21500000,21500.0,98748.87,3655000
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,2150,2150000,2150.0,9874.89,973398
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,372,Panama,6136,6135568,6135.568,28180.49,1058118
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,3000,3000000,3000.0,13778.91,1178370
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,12000,12000000,12000.0,55115.65,4920000
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,3000,3000000,3000.0,13778.91,1266540
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,372,Panama,61350,61350000,61350.0,281778.77,25419996
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,375,Papua New Guinea,32151,32150400,32150.4,147665.85,4497186
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,386,Puerto Rico,10000,10000000,10000.0,45929.71,1664600
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,386,Puerto Rico,30267,30266479,30266.479,139013.06,4007556
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,386,Puerto Rico,3000,3000000,3000.0,13778.91,517260
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,386,Puerto Rico,28780,28780000,28780.0,132185.7,4851588
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,386,Puerto Rico,10500,10500000,10500.0,48226.19,1500030
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,399,Romania,26880,26880000,26880.0,123459.06,3554254
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,399,Romania,3398,3398156,3398.156,15607.63,581866
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,399,Romania,43657,43657435,43657.435,200517.33,5910553
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,399,Romania,41938,41938000,41938.0,192620.01,7289306
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,399,Romania,40,40200,40.2,184.64,14381
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,399,Romania,20457,20456524,20456.524,93956.22,3487837
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),455,Taiwan,5000,5000000,5000.0,22964.85,2700000
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,455,Taiwan,10842,10842239,10842.239,49798.09,4739520
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,455,Taiwan,9350,9350000,9350.0,42944.28,1191912
1999,6,15071000,soybeans,soybean_oil,Crude soybean oil,455,Taiwan,1000,1000000,1000.0,4592.97,410000
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,455,Taiwan,58500,58500000,58500.0,268688.8,9889852
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,493,Unknown,22,21750,21.75,99.9,32642
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,538,Unknown,48655,48655000,48655.0,223471.0,8606025
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,538,Unknown,4732,4732000,4732.0,21733.94,857340
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,95123,95123582,95123.582,436899.85,16610040
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,94234,94233439,94233.439,432811.44,12478030
1999,6,12010010,soybeans,raw_soybeans,Soybeans for sowing,573,Unknown,300,300000,300.0,1377.89,67245
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,10000,10000000,10000.0,45929.71,1433400
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,5000,5000000,5000.0,22964.85,648540
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,6334,6334270,6334.27,29093.12,808828
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,4000,4000000,4000.0,18371.88,840200
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,31895,31894919,31894.919,146492.44,4148266
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,97893,97892500,97892.5,449617.41,17275585
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,20396,20400808,20400.808,93700.32,2513659
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,125192,125192206,125192.206,575004.16,22936123
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,43,43000,43.0,197.5,5775
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,10000,10000000,10000.0,45929.71,1716000
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,60852,60852769,60852.769,279495.0,10485369
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,573,Unknown,8400,8400000,8400.0,38580.96,1410612
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,9764,9763340,9763.34,44842.74,1337577
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,316,315805,315.805,1450.48,40313
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,573,Unknown,40845,40845501,40845.501,187602.2,5211596
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),586,Unknown,47,46722,46.722,214.59,31333
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),586,Unknown,256,255332,255.332,1172.73,168770
1999,6,15079019,soybeans,soybean_oil,Refined soybean oil (other),586,Unknown,33,33160,33.16,152.3,22800
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),586,Unknown,1,900,0.9,4.13,509
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),586,Unknown,48,47290,47.29,217.2,29167
1999,6,15079019,soybeans,soybean_oil,Refined soybean oil (other),586,Unknown,1,184,0.184,0.85,173
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),589,Unknown,158,158078,158.078,726.05,114480
1999,6,15079011,soybeans,soybean_oil,Refined soybean oil (edible),589,Unknown,140,139802,139.802,642.11,94517
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,603,Unknown,19000,19000000,19000.0,87266.45,2452900
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,603,Unknown,3600,3600000,3600.0,16534.7,456336
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,628,New Caledonia,2232,2232302,2232.302,10252.9,381724
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,628,New Caledonia,17544,17543860,17543.86,80578.44,3000000
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,628,New Caledonia,35750,35750000,35750.0,164198.71,5181373
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,628,New Caledonia,170,169934,169.934,780.5,22234
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,628,New Caledonia,605,605270,605.27,2779.99,83999
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,741,Unknown,16,15600,15.6,71.65,5070
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,741,Unknown,8000,8000000,8000.0,36743.77,1076100
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,776,Unknown,30000,30000000,30000.0,137789.13,5029500
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,776,Unknown,23415,23415000,23415.0,107544.41,3245701
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,776,Unknown,19950,19950000,19950.0,91629.77,2765826
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,776,Unknown,8000,8000000,8000.0,36743.77,1320000
1999,6,12010090,soybeans,raw_soybeans,Raw soybeans not for sowing,776,Unknown,7950,7950000,7950.0,36514.12,1415772
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,827,Unknown,2500,2500000,2500.0,11482.43,321751
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,827,Unknown,4105,4105000,4105.0,18854.15,532419
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,845,Unknown,0,600,0.6,2.76,348
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,845,Unknown,3480,3480272,3480.272,15984.79,419686
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,845,Unknown,17631,17630990,17630.99,80978.62,2152222
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,845,Unknown,100,100000,100.0,459.3,15500
1999,6,23040090,soybeans,soybean_meal,Soybean oilcake residues other,850,Unknown,17600,17600000,17600.0,80836.29,2516800
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),023,Albania,156,155125,155.125,712.48,584201
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),023,Albania,97,96206,96.206,441.87,440721
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),023,Albania,140,140580,140.58,645.68,533920
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),040,Saudi Arabia,40,20,0.02,0.09,106
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),053,Austria,6,5940,5.94,27.28,34690
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),063,Bangladesh,17,16689,16.689,76.65,124777
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),063,Bangladesh,56,55245,55.245,253.74,169840
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),063,Bangladesh,140,139890,139.89,642.51,434847
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),069,Belgium,100,99760,99.76,458.19,572922
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),069,Belgium,8,7525,7.525,34.56,27871
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),097,Unknown,10,10800,10.8,49.6,81979
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),097,Unknown,0,1,0.001,0.0,24
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),097,Unknown,0,245,0.245,1.13,3547
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),097,Unknown,1,1200,1.2,5.51,14515
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),097,Unknown,14,12405,12.405,56.98,34530
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),097,Unknown,10,91,0.091,0.42,185
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),111,China,40,40800,40.8,187.39,211377
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),149,Ecuador,14,14479,14.479,66.5,42756
1999,7,09012200,coffee,arabica_green,Roasted arabica (decaff),158,Unknown,1,880,0.88,4.04,3494
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),158,Unknown,14,13870,13.87,63.7,52196
1999,7,09019000,coffee,arabica_green,Coffee husks and substitutes,158,Unknown,1,576,0.576,2.65,3420
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),161,Unknown,24,24000,24.0,110.23,222276
1999,7,21011190,coffee,soluble,Soluble/instant coffee extract (other),161,Unknown,4,4294,4.294,19.72,20910
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),161,Unknown,18,18000,18.0,82.67,80753
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),190,Gambia,4,3698,3.698,16.98,31850
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),232,Yemen,3,3000,3.0,13.78,29541
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),247,Unknown,7,6525,6.525,29.97,38250
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),249,Israel,121,122183,122.183,561.18,459524
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),249,Israel,0,501,0.501,2.3,1877
1999,7,21011190,coffee,soluble,Soluble/instant coffee extract (other),249,Israel,0,18360,18.36,84.33,55895
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),249,Israel,30,30600,30.6,140.54,104805
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),249,Israel,0,5,0.005,0.02,40
1999,7,09019000,coffee,arabica_green,Coffee husks and substitutes,249,Israel,0,10,0.01,0.05,37
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),249,Israel,677,677004,677.004,3109.46,2737511
1999,7,09019000,coffee,arabica_green,Coffee husks and substitutes,249,Israel,0,200,0.2,0.92,1008
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),275,Unknown,18,19125,19.125,87.84,63405
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),275,Unknown,13,13050,13.05,59.94,51065
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),301,Unknown,7,6525,6.525,29.97,25893
1999,7,09012100,coffee,arabica_green,Roasted arabica (not decaff),301,Unknown,1,1265,1.265,5.81,6102
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),301,Unknown,8,8100,8.1,37.2,23328
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),337,Montenegro,3,3000,3.0,13.78,25450
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),386,Puerto Rico,12,11440,11.44,52.54,64457
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),399,Romania,1,600,0.6,2.76,4497
1999,7,21011200,coffee,soluble,Preparations based on coffee extract,399,Romania,90,90000,90.0,413.37,117000
1999,7,21011110,coffee,soluble,Soluble/instant coffee extract (not decaff),399,Romania,143,143290,143.29,658.13,835074
