year,month,ncm,co_unid,commodity,subtype,country_code,country_name,qt_estat,kg_net,fob_usd
2015,1,09011110,21,coffee,arabica_green,023,Germany,1168,1166400,3319530
2015,1,09011110,21,coffee,arabica_green,023,Germany,131946,24056595,88634264
2015,1,09011110,21,coffee,arabica_green,023,Germany,498,498480,1754006
2015,1,09011110,21,coffee,arabica_green,023,Germany,324,324000,1240494
2015,1,09011110,21,coffee,arabica_green,023,Germany,1297,1296000,4574277
2015,1,09011110,21,coffee,arabica_green,023,Germany,216,216000,739313
2015,1,21011110,21,coffee,soluble,023,Germany,0,540,6285
2015,1,09011110,21,coffee,arabica_green,023,Germany,4136,4135560,13774254
2015,1,21011110,21,coffee,soluble,023,Germany,43,43200,266397
2015,1,09011110,21,coffee,arabica_green,023,Germany,330,330660,854325
2015,1,09011110,21,coffee,arabica_green,023,Germany,1571,1572000,3255386
2015,1,21011110,21,coffee,soluble,023,Germany,132,132480,988256
2015,1,09011110,21,coffee,arabica_green,053,Saudi Arabia,38,38400,85248
2015,1,21011110,21,coffee,soluble,053,Saudi Arabia,181,180758,1596451
2015,1,09012100,10,coffee,arabica_green,053,Saudi Arabia,864,864,16730
2015,1,09011110,21,coffee,arabica_green,053,Saudi Arabia,57,57600,144000
2015,1,09011110,21,coffee,arabica_green,053,Saudi Arabia,53,52800,135396
2015,1,09012100,10,coffee,arabica_green,063,Argentina,10320,10320,61868
2015,1,09011110,21,coffee,arabica_green,063,Argentina,238,237826,707264
2015,1,21011110,21,coffee,soluble,063,Argentina,227,228280,1462787
2015,1,09011110,21,coffee,arabica_green,063,Argentina,457,462554,1495592
2015,1,21011110,21,coffee,soluble,063,Argentina,104,104535,706043
2015,1,21011110,21,coffee,soluble,063,Argentina,2,1728,23328
2015,1,21011200,21,coffee,soluble,063,Argentina,72,72320,383358
2015,1,09011110,21,coffee,arabica_green,063,Argentina,628,627760,1605682
2015,1,09011110,21,coffee,arabica_green,063,Argentina,79,79200,293480
2015,1,21012010,10,coffee,soluble,063,Argentina,900,900,1619
2015,1,09011110,21,coffee,arabica_green,069,Australia,19,19200,72828
2015,1,09011110,21,coffee,arabica_green,069,Australia,146,144900,537876
2015,1,09011110,21,coffee,arabica_green,069,Australia,573,576585,2408410
2015,1,21011110,21,coffee,soluble,069,Australia,49,47724,549250
2015,1,21011110,21,coffee,soluble,069,Australia,4,4000,28080
2015,1,09011110,21,coffee,arabica_green,069,Australia,38,38400,147726
2015,1,21011110,21,coffee,soluble,069,Australia,4,3840,52146
2015,1,09011110,21,coffee,arabica_green,072,Austria,110,108000,442803
2015,1,21011110,21,coffee,soluble,080,Bahrain,7,7373,69233
2015,1,09011110,21,coffee,arabica_green,087,Belgium,523,523335,1784137
2015,1,09011110,21,coffee,arabica_green,087,Belgium,19,19200,87897
2015,1,09011110,21,coffee,arabica_green,087,Belgium,173,172800,606958
2015,1,09011110,21,coffee,arabica_green,087,Belgium,88,88800,279111
2015,1,09011110,21,coffee,arabica_green,087,Belgium,1340,1339200,2705470
2015,1,09011110,21,coffee,arabica_green,087,Belgium,1713,1713671,6399932
2015,1,09011110,21,coffee,arabica_green,087,Belgium,9660,9666610,36359749
2015,1,09011110,21,coffee,arabica_green,087,Belgium,152,151200,646525
2015,1,09011110,21,coffee,arabica_green,087,Belgium,108,108000,214037
2015,1,09011110,21,coffee,arabica_green,087,Belgium,1988,1987200,3896131
2015,1,21011110,21,coffee,soluble,093,Myanmar,57,57225,361074
2015,1,21011110,21,coffee,soluble,093,Myanmar,138,137040,931176
2015,1,09012100,10,coffee,arabica_green,097,Bolivia,20,20,94
2015,1,21011200,21,coffee,soluble,097,Bolivia,1,1404,12167
2015,1,09012100,10,coffee,arabica_green,097,Bolivia,3350,3350,17755
2015,1,09012100,10,coffee,arabica_green,097,Bolivia,40,40,183
2015,1,21011190,21,coffee,soluble,097,Bolivia,0,8,57
2015,1,21011190,21,coffee,soluble,097,Bolivia,0,16,122
2015,1,21011110,21,coffee,soluble,097,Bolivia,5,4075,36930
2015,1,09012100,10,coffee,arabica_green,097,Bolivia,55,55,272
2015,1,21011200,21,coffee,soluble,097,Bolivia,0,359,8580
2015,1,21011110,21,coffee,soluble,097,Bolivia,1,1306,26850
2015,1,21011110,21,coffee,soluble,097,Bolivia,0,60,681
2015,1,21011110,21,coffee,soluble,097,Bolivia,13,13445,160087
2015,1,21011110,21,coffee,soluble,097,Bolivia,0,60,775
2015,1,09011110,21,coffee,arabica_green,111,Bulgaria,149,149400,442841
2015,1,21011110,21,coffee,soluble,111,Bulgaria,16,17053,130284
2015,1,09011110,21,coffee,arabica_green,127,Cape Verde,19,19175,50710
2015,1,09011110,21,coffee,arabica_green,127,Cape Verde,19,19200,48000
2015,1,09011110,21,coffee,arabica_green,149,Canada,26,26400,64371
2015,1,21011110,21,coffee,soluble,149,Canada,142,141141,1232438
2015,1,09011110,21,coffee,arabica_green,149,Canada,58,57600,262867
2015,1,09011110,21,coffee,arabica_green,149,Canada,2492,2493705,9183622
2015,1,09011110,21,coffee,arabica_green,149,Canada,76,76800,292731
2015,1,09011110,21,coffee,arabica_green,149,Canada,38,38350,124715
2015,1,21011110,21,coffee,soluble,149,Canada,0,150,6000
2015,1,09011110,21,coffee,arabica_green,149,Canada,383,384000,1360985
2015,1,09012100,10,coffee,arabica_green,149,Canada,100,100,990
2015,1,09011110,21,coffee,arabica_green,151,Canary Islands,19,19200,44160
2015,1,09011110,21,coffee,arabica_green,151,Canary Islands,38,38400,88320
2015,1,09011110,21,coffee,arabica_green,154,Qatar,19,19200,53645
2015,1,21011110,21,coffee,soluble,154,Qatar,20,19973,184114
2015,1,09011110,21,coffee,arabica_green,158,Chile,77,76800,296296
2015,1,09012100,10,coffee,arabica_green,158,Chile,5250,5250,38625
2015,1,09011110,21,coffee,arabica_green,158,Chile,1090,1088700,2274532
2015,1,21011110,21,coffee,soluble,158,Chile,1,1080,13278
2015,1,21011110,21,coffee,soluble,158,Chile,3,2700,20817
2015,1,09011110,21,coffee,arabica_green,160,China,19,19200,67727
2015,1,21011110,21,coffee,soluble,160,China,37,36500,308620
2015,1,09011110,21,coffee,arabica_green,160,China,134,134400,629329
2015,1,09011110,21,coffee,arabica_green,161,Taiwan,0,145,3148
2015,1,09011110,21,coffee,arabica_green,161,Taiwan,107,108000,302807
2015,1,09011110,21,coffee,arabica_green,161,Taiwan,410,410383,1679079
2015,1,09011110,21,coffee,arabica_green,161,Taiwan,0,60,7791
2015,1,21011190,21,coffee,soluble,161,Taiwan,14,14200,79946
2015,1,21011110,21,coffee,soluble,161,Taiwan,6,5880,38808
2015,1,09011110,21,coffee,arabica_green,163,Cyprus,19,19200,48384
2015,1,09011110,21,coffee,arabica_green,163,Cyprus,38,38400,93696
2015,1,21012020,10,coffee,soluble,169,Colombia,1096,1096,7510
2015,1,09011110,21,coffee,arabica_green,190,South Korea,38,38400,146947
2015,1,09011110,21,coffee,arabica_green,190,South Korea,97,97200,387310
2015,1,09011110,21,coffee,arabica_green,190,South Korea,220,219600,709912
2015,1,21011110,21,coffee,soluble,190,South Korea,0,250,6500
2015,1,09011110,21,coffee,arabica_green,190,South Korea,19,19200,68532
2015,1,09011110,21,coffee,arabica_green,190,South Korea,275,274560,550858
2015,1,09011110,21,coffee,arabica_green,190,South Korea,38,38400,147624
2015,1,21011110,21,coffee,soluble,190,South Korea,37,36991,415237
2015,1,21011190,21,coffee,soluble,190,South Korea,5,14200,52920
2015,1,09011110,21,coffee,arabica_green,190,South Korea,71,70500,270988
2015,1,09011110,21,coffee,arabica_green,190,South Korea,2363,805510,2996878
2015,1,09011110,21,coffee,arabica_green,195,Croatia,195,194400,530696
2015,1,21011110,21,coffee,soluble,198,Kuwait,20,20739,199891
2015,1,09011110,21,coffee,arabica_green,232,Denmark,241,241330,828730
2015,1,09011110,21,coffee,arabica_green,232,Denmark,65,64800,206793
2015,1,09011110,21,coffee,arabica_green,232,Denmark,87,86400,315274
2015,1,09011110,21,coffee,arabica_green,232,Denmark,41,40800,112888
2015,1,21011110,21,coffee,soluble,239,Ecuador,16,16800,103758
2015,1,21011110,21,coffee,soluble,240,Egypt,12,11520,115384
2015,1,09011110,21,coffee,arabica_green,240,Egypt,38,38400,91920
2015,1,09011110,21,coffee,arabica_green,240,Egypt,72,72000,177984
2015,1,09011110,21,coffee,arabica_green,240,Egypt,141,141600,295140
2015,1,09011110,21,coffee,arabica_green,240,Egypt,116,115200,276480
2015,1,09011110,21,coffee,arabica_green,240,Egypt,19,19200,49840
2015,1,09011110,21,coffee,arabica_green,244,United Arab Emirates,191,191750,337174
2015,1,09012100,10,coffee,arabica_green,244,United Arab Emirates,346,346,15322
2015,1,21011110,21,coffee,soluble,244,United Arab Emirates,11,10282,125024
2015,1,21011110,21,coffee,soluble,244,United Arab Emirates,72,73423,699359
2015,1,09011110,21,coffee,arabica_green,244,United Arab Emirates,179,180000,430792
2015,1,09011110,21,coffee,arabica_green,244,United Arab Emirates,170,170400,414286
2015,1,21011110,21,coffee,soluble,244,United Arab Emirates,8,7920,113975
2015,1,09011110,21,coffee,arabica_green,244,United Arab Emirates,90,91200,228000
2015,1,09011110,21,coffee,arabica_green,245,Spain,62,62000,203299
2015,1,09011110,21,coffee,arabica_green,245,Spain,40,40800,124804
2015,1,09011110,21,coffee,arabica_green,245,Spain,204,204180,481057
2015,1,09011110,21,coffee,arabica_green,245,Spain,497,496800,916948
2015,1,09011110,21,coffee,arabica_green,245,Spain,57,57600,184113
2015,1,09011110,21,coffee,arabica_green,245,Spain,336,336000,1015071
2015,1,09011110,21,coffee,arabica_green,245,Spain,2199,2202978,8021985
2015,1,09011110,21,coffee,arabica_green,245,Spain,22,21600,76384
2015,1,09011110,21,coffee,arabica_green,245,Spain,56,56040,150804
2015,1,09011110,21,coffee,arabica_green,245,Spain,159,159295,474651
2015,1,09011110,21,coffee,arabica_green,245,Spain,686,685800,2537061
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,19,19200,48384
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,684,684000,1666792
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,872,871050,2091224
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,58,57600,144005
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,271,271200,572428
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,471,470400,1113193
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,132,131865,531433
2015,1,09011110,21,coffee,arabica_green,246,Slovenia,269,268800,618240
2015,1,09011110,21,coffee,arabica_green,247,Slovakia,5,90,1288
2015,1,21011110,21,coffee,soluble,249,United States,157,157092,903168
2015,1,09011110,21,coffee,arabica_green,249,United States,19,19200,64742
2015,1,09011110,21,coffee,arabica_green,249,United States,0,30,3644
2015,1,09012100,10,coffee,arabica_green,249,United States,250,250,1447
2015,1,09011110,21,coffee,arabica_green,249,United States,1140,1141925,4257850
2015,1,09011110,21,coffee,arabica_green,249,United States,484,484800,1760719
2015,1,21011110,21,coffee,soluble,249,United States,2,240,3450
2015,1,09011110,21,coffee,arabica_green,249,United States,2784,2785500,5927339
2015,1,09011110,21,coffee,arabica_green,249,United States,547,547200,1903225
2015,1,09011110,21,coffee,arabica_green,249,United States,17468,17484497,63454845
2015,1,21011110,21,coffee,soluble,249,United States,195,198038,1219065
2015,1,09011110,21,coffee,arabica_green,249,United States,583,583140,1944287
2015,1,09011110,21,coffee,arabica_green,249,United States,300,300000,1092777
2015,1,09011110,21,coffee,arabica_green,249,United States,1016,1015980,1941589
2015,1,21011110,21,coffee,soluble,249,United States,578,576817,4503678
2015,1,21011190,21,coffee,soluble,249,United States,5,15300,77768
2015,1,09011110,21,coffee,arabica_green,249,United States,2476,2482800,7062793
2015,1,09012100,10,coffee,arabica_green,249,United States,1250,1250,6018
2015,1,09011110,21,coffee,arabica_green,249,United States,1475,1478370,5266696
2015,1,09011110,21,coffee,arabica_green,249,United States,211,211200,796558
2015,1,21011110,21,coffee,soluble,251,Estonia,48,49050,394689
2015,1,21011110,21,coffee,soluble,251,Estonia,18,18340,142502
2015,1,09011110,21,coffee,arabica_green,271,Finland,706,706080,2813854
2015,1,09011110,21,coffee,arabica_green,271,Finland,1972,1972245,7902263
2015,1,09012100,10,coffee,arabica_green,271,Finland,173,173,2851
2015,1,09011110,21,coffee,arabica_green,271,Finland,223,223200,753893
2015,1,09011110,21,coffee,arabica_green,271,Finland,43,43200,148148
2015,1,09011110,21,coffee,arabica_green,275,France,97,97,1844
2015,1,09011110,21,coffee,arabica_green,275,France,80,79980,170433
2015,1,09011110,21,coffee,arabica_green,275,France,1120,1120700,3851887
2015,1,09011110,21,coffee,arabica_green,275,France,38,38400,92160
2015,1,09011110,21,coffee,arabica_green,275,France,235,234600,971180
2015,1,09011110,21,coffee,arabica_green,275,France,437,438000,1136176
2015,1,09011110,21,coffee,arabica_green,275,France,1800,1801655,6035966
2015,1,09011110,21,coffee,arabica_green,275,France,77,76800,262019
2015,1,21011110,21,coffee,soluble,289,Ghana,8,8400,79834
2015,1,21011110,21,coffee,soluble,291,Georgia,8,7890,120442
2015,1,09011110,21,coffee,arabica_green,301,Greece,681,681475,2120221
2015,1,09011110,21,coffee,arabica_green,301,Greece,152,153425,543692
2015,1,09011110,21,coffee,arabica_green,301,Greece,38,38400,147570
2015,1,09011110,21,coffee,arabica_green,301,Greece,15,14986,57662
2015,1,09011110,21,coffee,arabica_green,301,Greece,134,134400,332472
2015,1,09011110,21,coffee,arabica_green,301,Greece,20,20400,47328
2015,1,09011110,21,coffee,arabica_green,301,Greece,115,115200,276612
2015,1,09011110,21,coffee,arabica_green,301,Greece,95,96000,215770
2015,1,21011110,21,coffee,soluble,317,Guatemala,12,12115,121152
2015,1,21011110,21,coffee,soluble,331,Equatorial Guinea,4,3528,53119
2015,1,09011110,21,coffee,arabica_green,351,Hong Kong,19,19200,67727
2015,1,21011110,21,coffee,soluble,355,Hungary,117,113400,693709
2015,1,21011110,21,coffee,soluble,357,Yemen,3,3498,31752
2015,1,09011110,21,coffee,arabica_green,361,India,134,134400,219072
2015,1,21011110,21,coffee,soluble,365,Indonesia,350,350520,2261308
2015,1,09011110,21,coffee,arabica_green,365,Indonesia,114,115200,510476
2015,1,09011110,21,coffee,arabica_green,375,Ireland,76,76700,330610
2015,1,09011110,21,coffee,arabica_green,375,Ireland,19,19200,79156
2015,1,09011110,21,coffee,arabica_green,383,Israel,19,19175,71523
2015,1,21011110,21,coffee,soluble,383,Israel,4,3840,56000
2015,1,21011110,21,coffee,soluble,383,Israel,45,46005,402427
2015,1,09011110,21,coffee,arabica_green,383,Israel,229,231200,795111
2015,1,09011110,21,coffee,arabica_green,386,Italy,1111,1111785,3974558
2015,1,09011110,21,coffee,arabica_green,386,Italy,340,340680,1259329
2015,1,21011110,21,coffee,soluble,386,Italy,16,16800,102128
2015,1,09012100,10,coffee,arabica_green,386,Italy,11200,11200,44969
2015,1,09011110,21,coffee,arabica_green,386,Italy,260,259975,508284
2015,1,09011110,21,coffee,arabica_green,386,Italy,720,721440,2629620
2015,1,09011110,21,coffee,arabica_green,386,Italy,277,277200,1006149
2015,1,09011110,21,coffee,arabica_green,386,Italy,8439,8446551,31178312
2015,1,09011110,21,coffee,arabica_green,386,Italy,20,20000,69358
2015,1,09011110,21,coffee,arabica_green,386,Italy,2469,2474120,8611270
2015,1,09011110,21,coffee,arabica_green,386,Italy,2314,2314305,9137547
2015,1,09011110,21,coffee,arabica_green,386,Italy,417,416760,1472796
2015,1,21011110,21,coffee,soluble,391,Jamaica,4,5036,56510
2015,1,09011110,21,coffee,arabica_green,399,Japan,14,13950,213375
2015,1,09011110,21,coffee,arabica_green,399,Japan,263,264000,946209
2015,1,21011190,21,coffee,soluble,399,Japan,1122,1122,60599
2015,1,09011110,21,coffee,arabica_green,399,Japan,12,12000,45769
2015,1,09011110,21,coffee,arabica_green,399,Japan,1614,1612522,6438675
2015,1,09011110,21,coffee,arabica_green,399,Japan,306,305400,1394697
2015,1,09012100,10,coffee,arabica_green,399,Japan,4080,4080,23832
2015,1,09011110,21,coffee,arabica_green,399,Japan,53,52800,179033
2015,1,21011190,21,coffee,soluble,399,Japan,40,40,3004
2015,1,09011110,21,coffee,arabica_green,399,Japan,37,37200,203818
2015,1,09011110,21,coffee,arabica_green,399,Japan,8267,8271934,34328163
2015,1,21011110,21,coffee,soluble,399,Japan,199,198675,1381855
2015,1,09011110,21,coffee,arabica_green,399,Japan,683,682160,2273327
2015,1,21011190,21,coffee,soluble,399,Japan,306,459712,1839620
2015,1,21011110,21,coffee,soluble,399,Japan,45,44775,403728
2015,1,09011110,21,coffee,arabica_green,403,Jordan,275,276000,673860
2015,1,09011110,21,coffee,arabica_green,403,Jordan,58,57600,126669
2015,1,21011110,21,coffee,soluble,403,Jordan,8,8026,75580
2015,1,09011110,21,coffee,arabica_green,427,Latvia,59,58600,171031
2015,1,21011110,21,coffee,soluble,427,Latvia,19,20683,257763
2015,1,21011110,21,coffee,soluble,431,Lebanon,28,28356,249665
2015,1,09011110,21,coffee,arabica_green,431,Lebanon,746,748800,1749888
2015,1,09011110,21,coffee,arabica_green,431,Lebanon,617,617400,1586136
2015,1,09011110,21,coffee,arabica_green,431,Lebanon,96,96000,364800
2015,1,09011110,21,coffee,arabica_green,431,Lebanon,96,96000,261261
2015,1,09011110,21,coffee,arabica_green,438,Libya,19,19200,48192
2015,1,09011110,21,coffee,arabica_green,442,Lithuania,19,19200,72320
2015,1,21011110,21,coffee,soluble,442,Lithuania,27,27118,222615
2015,1,09011110,21,coffee,arabica_green,455,Malaysia,384,383500,1652932
2015,1,21011110,21,coffee,soluble,467,Malta,4,3840,54720
2015,1,09011110,21,coffee,arabica_green,474,Morocco,19,19200,68572
2015,1,09011110,21,coffee,arabica_green,474,Morocco,38,38400,148598
2015,1,09011110,21,coffee,arabica_green,474,Morocco,20,19824,66866
2015,1,21011110,21,coffee,soluble,485,Mauritius,4,3120,27649
2015,1,09011110,21,coffee,arabica_green,493,Mexico,152,153600,281114
2015,1,09011110,21,coffee,arabica_green,493,Mexico,19,19200,90818
2015,1,21011190,21,coffee,soluble,493,Mexico,2,1455,26415
2015,1,09011110,21,coffee,arabica_green,493,Mexico,125,124500,396625
2015,1,09011110,21,coffee,arabica_green,493,Mexico,365,364500,738342
2015,1,09011110,21,coffee,arabica_green,493,Mexico,289,288600,842975
2015,1,09011110,21,coffee,arabica_green,493,Mexico,230,230400,439568
2015,1,09011110,21,coffee,arabica_green,493,Mexico,58,57600,212083
2015,1,09011110,21,coffee,arabica_green,498,Montenegro,160,160625,309433
2015,1,09011110,21,coffee,arabica_green,498,Montenegro,137,136800,316872
2015,1,09011110,21,coffee,arabica_green,498,Montenegro,173,172800,541050
2015,1,09011110,21,coffee,arabica_green,538,Norway,657,657720,2505419
2015,1,09011110,21,coffee,arabica_green,538,Norway,82,81600,234681
2015,1,09011110,21,coffee,arabica_green,538,Norway,124,124800,464673
2015,1,09011110,21,coffee,arabica_green,538,Norway,226,225600,738757
2015,1,09011110,21,coffee,arabica_green,538,Norway,215,216000,790485
2015,1,21011110,21,coffee,soluble,538,Norway,12,11000,82500
2015,1,09011110,21,coffee,arabica_green,548,New Zealand,132,133535,500805
2015,1,09011110,21,coffee,arabica_green,548,New Zealand,19,19200,115838
2015,1,21011110,21,coffee,soluble,548,New Zealand,7,5616,113092
2015,1,09011110,21,coffee,arabica_green,548,New Zealand,19,19200,68467
2015,1,09011110,21,coffee,arabica_green,556,Oman,19,19200,46350
2015,1,21011110,21,coffee,soluble,556,Oman,17,17375,154710
2015,1,09011110,21,coffee,arabica_green,573,Netherlands,281,279000,869585
2015,1,09011110,21,coffee,arabica_green,573,Netherlands,1139,1135175,3776843
2015,1,09011110,21,coffee,arabica_green,573,Netherlands,59,58800,182991
2015,1,09011110,21,coffee,arabica_green,573,Netherlands,144,144000,489893
2015,1,09012100,10,coffee,arabica_green,586,Paraguay,1000,1000,5780
2015,1,09012100,10,coffee,arabica_green,586,Paraguay,4950,4950,26575
2015,1,21011110,21,coffee,soluble,586,Paraguay,0,312,4715
2015,1,21011200,21,coffee,soluble,586,Paraguay,0,336,1728
2015,1,21011110,21,coffee,soluble,586,Paraguay,17,18364,194487
2015,1,09011110,21,coffee,arabica_green,586,Paraguay,27,26760,53966
2015,1,09012200,10,coffee,arabica_green,586,Paraguay,450,450,3348
2015,1,21011110,21,coffee,soluble,589,Peru,55,55268,561912
2015,1,09011110,21,coffee,arabica_green,603,Poland,84,84000,205563
2015,1,21011110,21,coffee,soluble,603,Poland,32,32700,273863
2015,1,21011110,21,coffee,soluble,603,Poland,100,101280,827310
2015,1,09011110,21,coffee,arabica_green,603,Poland,77,76800,333545
2015,1,09011110,21,coffee,arabica_green,603,Poland,406,405215,1347053
2015,1,09011110,21,coffee,arabica_green,607,Portugal,114,115050,455355
2015,1,09011110,21,coffee,arabica_green,607,Portugal,134,134400,476377
2015,1,09011110,21,coffee,arabica_green,607,Portugal,58,57600,118227
2015,1,21011110,21,coffee,soluble,623,Kenya,5,5438,44754
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,2591,2593078,10009309
2015,1,21011190,21,coffee,soluble,628,United Kingdom,0,40,2340
2015,1,21011110,21,coffee,soluble,628,United Kingdom,177,177637,1277438
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,1210,1209600,2194214
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,57,57600,240973
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,163,163400,656920
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,442,442800,1636870
2015,1,21011110,21,coffee,soluble,628,United Kingdom,30,29850,272423
2015,1,21011110,21,coffee,soluble,628,United Kingdom,38,38597,521882
2015,1,09011110,21,coffee,arabica_green,628,United Kingdom,6216,6214200,11793189
2015,1,21011110,21,coffee,soluble,647,Dominican Republic,0,581,6853
2015,1,09011110,21,coffee,arabica_green,670,Romania,76,75780,170412
2015,1,09011110,21,coffee,arabica_green,670,Romania,40,39420,88646
2015,1,21011110,21,coffee,soluble,670,Romania,44,42000,252692
2015,1,09011110,21,coffee,arabica_green,676,Russia,1970,1971465,6394861
2015,1,21011110,21,coffee,soluble,676,Russia,90,87925,538489
2015,1,09011110,21,coffee,arabica_green,676,Russia,607,607260,1672546
2015,1,09011110,21,coffee,arabica_green,676,Russia,123,122400,476467
2015,1,09011110,21,coffee,arabica_green,676,Russia,19,19200,84659
2015,1,21011110,21,coffee,soluble,676,Russia,565,567660,4156984
2015,1,09011110,21,coffee,arabica_green,676,Russia,19,19175,69941
2015,1,09011110,21,coffee,arabica_green,676,Russia,38,38400,103680
2015,1,21011110,21,coffee,soluble,737,Serbia,89,89865,679243
2015,1,09011110,21,coffee,arabica_green,741,Singapore,0,48,700
2015,1,21011110,21,coffee,soluble,741,Singapore,8,7920,106750
2015,1,09011110,21,coffee,arabica_green,741,Singapore,8,8400,27031
2015,1,09011110,21,coffee,arabica_green,741,Singapore,75,75575,304507
2015,1,21011110,21,coffee,soluble,741,Singapore,8,7920,14972
2015,1,21011110,21,coffee,soluble,741,Singapore,191,191160,1202210
2015,1,09011110,21,coffee,arabica_green,744,Syria,264,264000,600864
2015,1,09011110,21,coffee,arabica_green,744,Syria,396,396000,853863
2015,1,21011110,21,coffee,soluble,744,Syria,3,2693,28880
2015,1,09011110,21,coffee,arabica_green,744,Syria,448,448800,1079459
2015,1,09011110,21,coffee,arabica_green,744,Syria,185,184800,458472
2015,1,09011110,21,coffee,arabica_green,756,South Africa,19,19200,75812
2015,1,21011110,21,coffee,soluble,756,South Africa,2,2160,22000
2015,1,09011110,21,coffee,arabica_green,756,South Africa,76,76646,301812
2015,1,09011110,21,coffee,arabica_green,764,Sweden,2305,2304735,8289915
2015,1,09011110,21,coffee,arabica_green,764,Sweden,317,315120,950400
2015,1,09011110,21,coffee,arabica_green,764,Sweden,22,21600,80408
2015,1,09011110,21,coffee,arabica_green,764,Sweden,195,194400,650655
2015,1,09011110,21,coffee,arabica_green,764,Sweden,80,79980,283273
2015,1,09011110,21,coffee,arabica_green,767,Switzerland,362,362400,1353689
2015,1,09011110,21,coffee,arabica_green,767,Switzerland,9,900,6919
2015,1,09011110,21,coffee,arabica_green,767,Switzerland,19,19175,78208
2015,1,09011110,21,coffee,arabica_green,767,Switzerland,19,19200,62775
2015,1,21011110,21,coffee,soluble,770,Suriname,16,14928,135263
2015,1,09011110,21,coffee,arabica_green,776,Thailand,36,35990,129430
2015,1,09011110,21,coffee,arabica_green,791,Czech Republic,151,151200,493199
2015,1,21011110,21,coffee,soluble,815,Trinidad And Tobago,8,8160,105097
2015,1,09011110,21,coffee,arabica_green,815,Trinidad And Tobago,20,19500,41340
2015,1,21011110,21,coffee,soluble,815,Trinidad And Tobago,27,27218,332414
2015,1,09011110,21,coffee,arabica_green,820,Tunisia,549,549240,1219313
2015,1,09011110,21,coffee,arabica_green,820,Tunisia,811,810420,1774771
2015,1,09011110,21,coffee,arabica_green,820,Tunisia,450,449520,971200
2015,1,09011110,21,coffee,arabica_green,827,Turkey,717,716400,1791000
2015,1,21011110,21,coffee,soluble,827,Turkey,172,170895,1110249
2015,1,09011110,21,coffee,arabica_green,827,Turkey,132,132000,337920
2015,1,09011110,21,coffee,arabica_green,827,Turkey,159,160800,372255
2015,1,09011110,21,coffee,arabica_green,827,Turkey,324,324000,780696
2015,1,09011110,21,coffee,arabica_green,827,Turkey,200,200400,454908
2015,1,09011110,21,coffee,arabica_green,827,Turkey,852,852600,2320828
2015,1,09011110,21,coffee,arabica_green,827,Turkey,160,158400,481536
2015,1,09011110,21,coffee,arabica_green,827,Turkey,234,234075,597534
2015,1,21011110,21,coffee,soluble,831,Ukraine,235,238313,1594262
2015,1,21011110,21,coffee,soluble,831,Ukraine,33,32575,252519
2015,1,09012100,10,coffee,arabica_green,845,Uruguay,891,891,28367
2015,1,09012100,10,coffee,arabica_green,845,Uruguay,1436,1436,7310
2015,1,21011110,21,coffee,soluble,845,Uruguay,6,5605,47965
2015,1,09011110,21,coffee,arabica_green,845,Uruguay,26,26400,63756
2015,1,21012010,10,coffee,soluble,845,Uruguay,2560,2560,8043
2015,1,21011200,21,coffee,soluble,845,Uruguay,13,12880,66629
2015,1,21012020,10,coffee,soluble,850,Venezuela,216,216,3722
2015,1,21011110,21,coffee,soluble,858,Vietnam,18,18075,117156
2015,1,10059010,10,corn,yellow_corn,040,Angola,10000000,10000000,1827700
2015,1,10059010,10,corn,yellow_corn,040,Angola,8000000,8000000,1503830
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,23610975,23610975,4210781
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,3761575,3761575,689346
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,17245000,17245000,3160320
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,1800000,1800000,358128
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,75816345,75816345,14241539
2015,1,10059010,10,corn,yellow_corn,053,Saudi Arabia,10039425,10039425,1839826
2015,1,10059010,10,corn,yellow_corn,059,Algeria,4000000,4000000,743280
2015,1,10059010,10,corn,yellow_corn,059,Algeria,88509845,88509845,16684736
2015,1,10059010,10,corn,yellow_corn,072,Austria,53029453,53029453,9705453
2015,1,10059010,10,corn,yellow_corn,072,Austria,8327713,8327713,1524138
2015,1,10059090,10,corn,yellow_corn,097,Bolivia,5,5,5
2015,1,10059010,10,corn,yellow_corn,097,Bolivia,600,600,825
2015,1,10051000,10,corn,yellow_corn,097,Bolivia,21165,21165,92108
2015,1,10059010,10,corn,yellow_corn,097,Bolivia,74090,74090,17209
2015,1,10059010,10,corn,yellow_corn,097,Bolivia,40,40,47
